Record Date,Type of Account,Closing Balance Today,Opening Balance Today,Opening Balance This Month,Opening Balance This Fiscal Year,Table Number,Table Name,Sub Table Name,Source Line Number,Fiscal Year,Fiscal Quarter Number,Calendar Year,Calendar Quarter Number,Calendar Month Number,Calendar Day Number
14-12-2020,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2021,1,2020,4,12,14
11-12-2020,Federal Reserve Account,1491532,1489111,1622986,1781679,I,Operating Cash Balance,Type of account,1,2021,1,2020,4,12,11
11-12-2020,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2021,1,2020,4,12,11
11-12-2020,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2021,1,2020,4,12,11
10-12-2020,Federal Reserve Account,1489111,1502361,1622986,1781679,I,Operating Cash Balance,Type of account,1,2021,1,2020,4,12,10
10-12-2020,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2021,1,2020,4,12,10
10-12-2020,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2021,1,2020,4,12,10
09-12-2020,Federal Reserve Account,1502361,1528113,1622986,1781679,I,Operating Cash Balance,Type of account,1,2021,1,2020,4,12,9
09-12-2020,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2021,1,2020,4,12,9
09-12-2020,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2021,1,2020,4,12,9
08-12-2020,Federal Reserve Account,1528113,1542507,1622986,1781679,I,Operating Cash Balance,Type of account,1,2021,1,2020,4,12,8
08-12-2020,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2021,1,2020,4,12,8
08-12-2020,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2021,1,2020,4,12,8
07-12-2020,Federal Reserve Account,1542507,1541553,1622986,1781679,I,Operating Cash Balance,Type of account,1,2021,1,2020,4,12,7
07-12-2020,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2021,1,2020,4,12,7
07-12-2020,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2021,1,2020,4,12,7
04-12-2020,Federal Reserve Account,1541553,1542061,1622986,1781679,I,Operating Cash Balance,Type of account,1,2021,1,2020,4,12,4
04-12-2020,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2021,1,2020,4,12,4
04-12-2020,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2021,1,2020,4,12,4
03-12-2020,Federal Reserve Account,1542061,1557239,1622986,1781679,I,Operating Cash Balance,Type of account,1,2021,1,2020,4,12,3
03-12-2020,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2021,1,2020,4,12,3
03-12-2020,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2021,1,2020,4,12,3
02-12-2020,Federal Reserve Account,1557239,1559909,1622986,1781679,I,Operating Cash Balance,Type of account,1,2021,1,2020,4,12,2
02-12-2020,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2021,1,2020,4,12,2
02-12-2020,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2021,1,2020,4,12,2
01-12-2020,Federal Reserve Account,1559909,1622986,1622986,1781679,I,Operating Cash Balance,Type of account,1,2021,1,2020,4,12,1
01-12-2020,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2021,1,2020,4,12,1
01-12-2020,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2021,1,2020,4,12,1
30-11-2020,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2021,1,2020,4,11,30
30-11-2020,Federal Reserve Account,1622986,1497733,1598798,1781679,I,Operating Cash Balance,Type of account,1,2021,1,2020,4,11,30
30-11-2020,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2021,1,2020,4,11,30
27-11-2020,Federal Reserve Account,1497733,1484036,1598798,1781679,I,Operating Cash Balance,Type of account,1,2021,1,2020,4,11,27
27-11-2020,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2021,1,2020,4,11,27
27-11-2020,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2021,1,2020,4,11,27
25-11-2020,Federal Reserve Account,1484036,1508389,1598798,1781679,I,Operating Cash Balance,Type of account,1,2021,1,2020,4,11,25
25-11-2020,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2021,1,2020,4,11,25
25-11-2020,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2021,1,2020,4,11,25
24-11-2020,Federal Reserve Account,1508389,1524043,1598798,1781679,I,Operating Cash Balance,Type of account,1,2021,1,2020,4,11,24
24-11-2020,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2021,1,2020,4,11,24
24-11-2020,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2021,1,2020,4,11,24
23-11-2020,Federal Reserve Account,1524043,1523945,1598798,1781679,I,Operating Cash Balance,Type of account,1,2021,1,2020,4,11,23
23-11-2020,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2021,1,2020,4,11,23
23-11-2020,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2021,1,2020,4,11,23
20-11-2020,Federal Reserve Account,1523945,1532201,1598798,1781679,I,Operating Cash Balance,Type of account,1,2021,1,2020,4,11,20
20-11-2020,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2021,1,2020,4,11,20
20-11-2020,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2021,1,2020,4,11,20
19-11-2020,Federal Reserve Account,1532201,1546924,1598798,1781679,I,Operating Cash Balance,Type of account,1,2021,1,2020,4,11,19
19-11-2020,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2021,1,2020,4,11,19
19-11-2020,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2021,1,2020,4,11,19
18-11-2020,Federal Reserve Account,1546924,1562437,1598798,1781679,I,Operating Cash Balance,Type of account,1,2021,1,2020,4,11,18
18-11-2020,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2021,1,2020,4,11,18
18-11-2020,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2021,1,2020,4,11,18
17-11-2020,Federal Reserve Account,1562437,1583700,1598798,1781679,I,Operating Cash Balance,Type of account,1,2021,1,2020,4,11,17
17-11-2020,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2021,1,2020,4,11,17
17-11-2020,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2021,1,2020,4,11,17
16-11-2020,Federal Reserve Account,1583700,1548695,1598798,1781679,I,Operating Cash Balance,Type of account,1,2021,1,2020,4,11,16
16-11-2020,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2021,1,2020,4,11,16
16-11-2020,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2021,1,2020,4,11,16
13-11-2020,Federal Reserve Account,1548695,1559098,1598798,1781679,I,Operating Cash Balance,Type of account,1,2021,1,2020,4,11,13
13-11-2020,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2021,1,2020,4,11,13
13-11-2020,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2021,1,2020,4,11,13
12-11-2020,Federal Reserve Account,1559098,1570768,1598798,1781679,I,Operating Cash Balance,Type of account,1,2021,1,2020,4,11,12
12-11-2020,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2021,1,2020,4,11,12
12-11-2020,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2021,1,2020,4,11,12
10-11-2020,Federal Reserve Account,1570768,1613526,1598798,1781679,I,Operating Cash Balance,Type of account,1,2021,1,2020,4,11,10
10-11-2020,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2021,1,2020,4,11,10
10-11-2020,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2021,1,2020,4,11,10
09-11-2020,Federal Reserve Account,1613526,1611360,1598798,1781679,I,Operating Cash Balance,Type of account,1,2021,1,2020,4,11,9
09-11-2020,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2021,1,2020,4,11,9
09-11-2020,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2021,1,2020,4,11,9
06-11-2020,Federal Reserve Account,1611360,1616716,1598798,1781679,I,Operating Cash Balance,Type of account,1,2021,1,2020,4,11,6
06-11-2020,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2021,1,2020,4,11,6
06-11-2020,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2021,1,2020,4,11,6
05-11-2020,Federal Reserve Account,1616716,1618568,1598798,1781679,I,Operating Cash Balance,Type of account,1,2021,1,2020,4,11,5
05-11-2020,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2021,1,2020,4,11,5
05-11-2020,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2021,1,2020,4,11,5
04-11-2020,Federal Reserve Account,1618568,1618498,1598798,1781679,I,Operating Cash Balance,Type of account,1,2021,1,2020,4,11,4
04-11-2020,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2021,1,2020,4,11,4
04-11-2020,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2021,1,2020,4,11,4
03-11-2020,Federal Reserve Account,1618498,1668478,1598798,1781679,I,Operating Cash Balance,Type of account,1,2021,1,2020,4,11,3
03-11-2020,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2021,1,2020,4,11,3
03-11-2020,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2021,1,2020,4,11,3
02-11-2020,Federal Reserve Account,1668478,1598798,1598798,1781679,I,Operating Cash Balance,Type of account,1,2021,1,2020,4,11,2
02-11-2020,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2021,1,2020,4,11,2
02-11-2020,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2021,1,2020,4,11,2
30-10-2020,Federal Reserve Account,1598798,1647480,1781679,1781679,I,Operating Cash Balance,Type of account,1,2021,1,2020,4,10,30
30-10-2020,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2021,1,2020,4,10,30
30-10-2020,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2021,1,2020,4,10,30
29-10-2020,Federal Reserve Account,1647480,1653039,1781679,1781679,I,Operating Cash Balance,Type of account,1,2021,1,2020,4,10,29
29-10-2020,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2021,1,2020,4,10,29
29-10-2020,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2021,1,2020,4,10,29
28-10-2020,Federal Reserve Account,1653039,1673293,1781679,1781679,I,Operating Cash Balance,Type of account,1,2021,1,2020,4,10,28
28-10-2020,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2021,1,2020,4,10,28
28-10-2020,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2021,1,2020,4,10,28
27-10-2020,Federal Reserve Account,1673293,1690216,1781679,1781679,I,Operating Cash Balance,Type of account,1,2021,1,2020,4,10,27
27-10-2020,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2021,1,2020,4,10,27
27-10-2020,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2021,1,2020,4,10,27
26-10-2020,Federal Reserve Account,1690216,1687789,1781679,1781679,I,Operating Cash Balance,Type of account,1,2021,1,2020,4,10,26
26-10-2020,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2021,1,2020,4,10,26
26-10-2020,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2021,1,2020,4,10,26
23-10-2020,Federal Reserve Account,1687789,1686614,1781679,1781679,I,Operating Cash Balance,Type of account,1,2021,1,2020,4,10,23
23-10-2020,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2021,1,2020,4,10,23
23-10-2020,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2021,1,2020,4,10,23
22-10-2020,Federal Reserve Account,1686614,1699497,1781679,1781679,I,Operating Cash Balance,Type of account,1,2021,1,2020,4,10,22
22-10-2020,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2021,1,2020,4,10,22
22-10-2020,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2021,1,2020,4,10,22
21-10-2020,Federal Reserve Account,1699497,1718520,1781679,1781679,I,Operating Cash Balance,Type of account,1,2021,1,2020,4,10,21
21-10-2020,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2021,1,2020,4,10,21
21-10-2020,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2021,1,2020,4,10,21
20-10-2020,Federal Reserve Account,1718520,1736903,1781679,1781679,I,Operating Cash Balance,Type of account,1,2021,1,2020,4,10,20
20-10-2020,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2021,1,2020,4,10,20
20-10-2020,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2021,1,2020,4,10,20
19-10-2020,Federal Reserve Account,1736903,1731394,1781679,1781679,I,Operating Cash Balance,Type of account,1,2021,1,2020,4,10,19
19-10-2020,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2021,1,2020,4,10,19
19-10-2020,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2021,1,2020,4,10,19
16-10-2020,Federal Reserve Account,1731394,1724441,1781679,1781679,I,Operating Cash Balance,Type of account,1,2021,1,2020,4,10,16
16-10-2020,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2021,1,2020,4,10,16
16-10-2020,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2021,1,2020,4,10,16
15-10-2020,Federal Reserve Account,1724441,1647937,1781679,1781679,I,Operating Cash Balance,Type of account,1,2021,1,2020,4,10,15
15-10-2020,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2021,1,2020,4,10,15
15-10-2020,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2021,1,2020,4,10,15
14-10-2020,Federal Reserve Account,1647937,1672917,1781679,1781679,I,Operating Cash Balance,Type of account,1,2021,1,2020,4,10,14
14-10-2020,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2021,1,2020,4,10,14
14-10-2020,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2021,1,2020,4,10,14
13-10-2020,Federal Reserve Account,1672917,1688155,1781679,1781679,I,Operating Cash Balance,Type of account,1,2021,1,2020,4,10,13
13-10-2020,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2021,1,2020,4,10,13
13-10-2020,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2021,1,2020,4,10,13
09-10-2020,Federal Reserve Account,1688155,1693511,1781679,1781679,I,Operating Cash Balance,Type of account,1,2021,1,2020,4,10,9
09-10-2020,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2021,1,2020,4,10,9
09-10-2020,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2021,1,2020,4,10,9
08-10-2020,Federal Reserve Account,1693511,1687434,1781679,1781679,I,Operating Cash Balance,Type of account,1,2021,1,2020,4,10,8
08-10-2020,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2021,1,2020,4,10,8
08-10-2020,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2021,1,2020,4,10,8
07-10-2020,Federal Reserve Account,1687434,1682129,1781679,1781679,I,Operating Cash Balance,Type of account,1,2021,1,2020,4,10,7
07-10-2020,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2021,1,2020,4,10,7
07-10-2020,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2021,1,2020,4,10,7
06-10-2020,Federal Reserve Account,1682129,1699085,1781679,1781679,I,Operating Cash Balance,Type of account,1,2021,1,2020,4,10,6
06-10-2020,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2021,1,2020,4,10,6
06-10-2020,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2021,1,2020,4,10,6
05-10-2020,Federal Reserve Account,1699085,1696491,1781679,1781679,I,Operating Cash Balance,Type of account,1,2021,1,2020,4,10,5
05-10-2020,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2021,1,2020,4,10,5
05-10-2020,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2021,1,2020,4,10,5
02-10-2020,Federal Reserve Account,1696491,1721399,1781679,1781679,I,Operating Cash Balance,Type of account,1,2021,1,2020,4,10,2
02-10-2020,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2021,1,2020,4,10,2
02-10-2020,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2021,1,2020,4,10,2
01-10-2020,Federal Reserve Account,1721399,1781679,1781679,1781679,I,Operating Cash Balance,Type of account,1,2021,1,2020,4,10,1
01-10-2020,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2021,1,2020,4,10,1
01-10-2020,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2021,1,2020,4,10,1
30-09-2020,Federal Reserve Account,1781679,1655158,1705982,382483,I,Operating Cash Balance,Type of account,1,2020,4,2020,3,9,30
30-09-2020,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2020,4,2020,3,9,30
30-09-2020,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2020,4,2020,3,9,30
29-09-2020,Federal Reserve Account,1655158,1667836,1705982,382483,I,Operating Cash Balance,Type of account,1,2020,4,2020,3,9,29
29-09-2020,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2020,4,2020,3,9,29
29-09-2020,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2020,4,2020,3,9,29
28-09-2020,Federal Reserve Account,1667836,1666330,1705982,382483,I,Operating Cash Balance,Type of account,1,2020,4,2020,3,9,28
28-09-2020,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2020,4,2020,3,9,28
28-09-2020,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2020,4,2020,3,9,28
25-09-2020,Federal Reserve Account,1666330,1650402,1705982,382483,I,Operating Cash Balance,Type of account,1,2020,4,2020,3,9,25
25-09-2020,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2020,4,2020,3,9,25
25-09-2020,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2020,4,2020,3,9,25
24-09-2020,Federal Reserve Account,1650402,1661732,1705982,382483,I,Operating Cash Balance,Type of account,1,2020,4,2020,3,9,24
24-09-2020,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2020,4,2020,3,9,24
24-09-2020,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2020,4,2020,3,9,24
23-09-2020,Federal Reserve Account,1661732,1672796,1705982,382483,I,Operating Cash Balance,Type of account,1,2020,4,2020,3,9,23
23-09-2020,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2020,4,2020,3,9,23
23-09-2020,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2020,4,2020,3,9,23
22-09-2020,Federal Reserve Account,1672796,1689647,1705982,382483,I,Operating Cash Balance,Type of account,1,2020,4,2020,3,9,22
22-09-2020,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2020,4,2020,3,9,22
22-09-2020,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2020,4,2020,3,9,22
21-09-2020,Federal Reserve Account,1689647,1684759,1705982,382483,I,Operating Cash Balance,Type of account,1,2020,4,2020,3,9,21
21-09-2020,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2020,4,2020,3,9,21
21-09-2020,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2020,4,2020,3,9,21
18-09-2020,Federal Reserve Account,1684759,1686360,1705982,382483,I,Operating Cash Balance,Type of account,1,2020,4,2020,3,9,18
18-09-2020,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2020,4,2020,3,9,18
18-09-2020,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2020,4,2020,3,9,18
17-09-2020,Federal Reserve Account,1686360,1692809,1705982,382483,I,Operating Cash Balance,Type of account,1,2020,4,2020,3,9,17
17-09-2020,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2020,4,2020,3,9,17
17-09-2020,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2020,4,2020,3,9,17
16-09-2020,Federal Reserve Account,1692809,1691058,1705982,382483,I,Operating Cash Balance,Type of account,1,2020,4,2020,3,9,16
16-09-2020,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2020,4,2020,3,9,16
16-09-2020,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2020,4,2020,3,9,16
15-09-2020,Federal Reserve Account,1691058,1596094,1705982,382483,I,Operating Cash Balance,Type of account,1,2020,4,2020,3,9,15
15-09-2020,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2020,4,2020,3,9,15
15-09-2020,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2020,4,2020,3,9,15
14-09-2020,Federal Reserve Account,1596094,1581016,1705982,382483,I,Operating Cash Balance,Type of account,1,2020,4,2020,3,9,14
14-09-2020,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2020,4,2020,3,9,14
14-09-2020,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2020,4,2020,3,9,14
11-09-2020,Federal Reserve Account,1581016,1580972,1705982,382483,I,Operating Cash Balance,Type of account,1,2020,4,2020,3,9,11
11-09-2020,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2020,4,2020,3,9,11
11-09-2020,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2020,4,2020,3,9,11
10-09-2020,Federal Reserve Account,1580972,1570533,1705982,382483,I,Operating Cash Balance,Type of account,1,2020,4,2020,3,9,10
10-09-2020,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2020,4,2020,3,9,10
10-09-2020,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2020,4,2020,3,9,10
09-09-2020,Federal Reserve Account,1570533,1591491,1705982,382483,I,Operating Cash Balance,Type of account,1,2020,4,2020,3,9,9
09-09-2020,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2020,4,2020,3,9,9
09-09-2020,Short-Term Cash Investments (Table V),0,0,0,0,I,Operating Cash Balance,Type of account,3,2020,4,2020,3,9,9
08-09-2020,Federal Reserve Account,1591491,1621785,1705982,382483,I,Operating Cash Balance,Type of account,1,2020,4,2020,3,9,8
08-09-2020,Supplementary Financing Program Account,0,0,0,0,I,Operating Cash Balance,Type of account,2,2020,4,2020,3,9,8
